"a","h"
1.73911858450416e-05,7508.48003203493
1.40919079460694e-05,13633.8273464064
3.89162076801341e-06,12406.0560368737
3.14638725470443e-06,1763.80064609161
2.68107624941568e-05,9574.88270740805
7.67051969114575e-07,10269.0254332259
2.96815467394171e-05,1956.71545490084
4.92850450896635e-06,9929.82825519748
3.0258344100275e-05,5685.03912146071
3.30317340937327e-08,12666.3350746976
2.44695382684814e-05,8897.57438697088
2.28316107784577e-05,3148.38974844087
9.81053168337816e-06,8793.55271830757
9.57138956151024e-06,2952.99998018176
5.65548528978589e-06,12991.45208488
3.57662374419114e-06,13665.1359090001
1.63509975878598e-05,9369.25283993882
2.60482795875473e-05,4051.6085752237
1.81010134854724e-05,9861.89158288728
3.38559438892252e-05,12444.4094526895
2.03525503942632e-05,10457.1897351578
7.7175105146931e-06,4278.69365348493
1.10251847946252e-05,10628.1271343197
4.33691318227275e-06,758.313184058233
1.2849194111707e-05,1894.3456157758
1.42701190158504e-05,13450.9936992865
3.10597031262697e-05,7114.60332777563
1.51324797111994e-05,13027.1102415375
2.203930733571e-05,1162.34433125129
2.77762216026157e-05,13992.4706985794
1.31762354420233e-05,13645.2070817876
2.80101548218385e-05,11116.4261168453
1.91447181834447e-05,6894.19740729921
8.40885325472569e-06,12149.7426083782
1.40251788161561e-05,4477.7655452757
3.05181794582877e-05,9104.13642190989
2.039481208411e-05,5962.85176570465
7.02373472482548e-07,2682.14983870353
2.19791321268735e-05,1974.73059792009
3.17123268592209e-05,14157.4944619135
2.49631139599263e-05,11212.9349911233
9.99923434480303e-06,6364.00188744441
3.34277728274788e-05,11713.6724196673
2.13477606908443e-05,14074.4116658088
2.12494924745671e-05,9530.5521981027
2.93736823829722e-05,12757.012459086
2.90557405746377e-05,6503.8094562201
8.86673683689087e-06,9571.7836420056
2.78173831344535e-05,6430.80153202968
2.61093858044117e-05,7392.48694656609
1.01662718145499e-05,2285.77667375355
2.27759085328181e-05,9736.66706892352
1.80572657124317e-05,7105.79939946979
1.99430496406322e-05,2627.56964800401
8.99130393407523e-06,13526.8264064049
2.53727030680067e-06,1019.30179970937
3.31469585062372e-05,536.399571631361
8.60804806561826e-06,6294.27488228217
4.68254300653783e-06,5437.59186188146
2.73225011973776e-06,3427.18522033683
1.9263757399747e-05,10978.3081137623
2.41673820912925e-05,6971.75083059039
1.55304629138359e-05,2442.67741717033
3.3077338692642e-05,14127.4241870595
1.00320288582356e-07,11658.5115714137
7.76909999774786e-06,2304.55467328672
2.56729032721986e-05,12152.43726404
1.56436862666233e-05,3107.37334712094
2.89928573249704e-05,13737.2554426896
3.28173759567628e-05,13097.9184308776
1.88188346691054e-05,3820.08208760477
8.21454034042824e-06,4687.29002405752
2.20459460702673e-05,10985.6434332245
1.3521365359094e-05,4197.23582882609
2.73241784282154e-05,14348.7335720395
2.85480578572337e-05,6350.80867847138
4.60118984495697e-07,4910.97821472384
2.26496381487624e-05,4963.16959175261
1.48157394392978e-05,9537.51324241842
3.63085128139291e-06,12544.2239725903
7.12322475322027e-06,5015.59788140862
2.77758233325461e-05,3700.63797419535
1.33057466291214e-05,2192.50816688857
1.24899125751058e-05,770.321524794073
1.98435280022185e-05,8711.0285823079
7.91818857923831e-06,7439.67917278805
4.92161772873113e-06,13149.4990056999
1.28023719288232e-05,13818.4200183187
7.7572639131585e-06,8220.69634615966
1.62661962663631e-05,10971.2114905949
1.08174627324438e-05,12049.6304305701
3.20158231314397e-05,959.551635153053
2.69240532142813e-05,9880.90078865257
1.05720765242752e-05,9162.26320758074
1.26812411883252e-05,713.682830846977
1.63800414310701e-05,8355.69432574625
1.43921914357895e-05,2874.19471059511
2.53859833585782e-05,1255.38767690789
4.4501225894636e-06,6943.46044139275
2.78107756461169e-05,8791.82093803149
2.3107893411393e-05,7982.27980888808
2.86796278347765e-05,11326.2861799395
1.99146598418595e-05,9129.33500107466
2.57402833987293e-05,3212.85006271937
9.15517023174977e-06,2270.82432599436
2.85968132636021e-05,625.232345358939
3.41270538699822e-05,5582.31851758892
1.86324969464134e-05,2375.79600215589
1.75872275282512e-05,4341.54160604268
4.44766963582637e-06,1347.0789991952
2.3194295315495e-05,9897.8997172498
1.82862394652048e-05,118.075577704097
2.35329998050031e-06,11510.5673101712
6.00929962704005e-06,7870.87634817576
2.17909092748152e-05,6747.64163067562
2.26821531681862e-05,8416.80210942592
7.65078430324956e-06,8605.81104165372
